url,family,sources,intended_indexable,status,final_path,final_status,redirect_hops,in_sitemap,robots,canonical,canonical_is_self,title,title_length,description,description_length,h1_count,h1,h2_count,main_words,prerendered,images,images_missing_alt,images_missing_dimensions,schema_types,schema_errors,inbound_links,outbound_links
/learn/108,redirect,redirect-source,false,301,/learn/warwick-ri-electricity-rates,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/warwick-ri-electricity-rates,false,Warwick RI: Suppliers vs Rhode Island Energy,44,"Compare Warwick electricity suppliers against Rhode Island Energy last resort service, with local context for Kent County.",122,1,Warwick RI Electricity Rates: Kent County Guide,13,1784,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/109,redirect,redirect-source,false,301,/learn/texas-tdu-delivery-charges,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-tdu-delivery-charges,false,Texas TDU Delivery Charges Explained | Electric Scouts,54,"Oncor, CenterPoint, AEP Texas and TNMP each charge to deliver your power. Why one Texas plan bills differently by city, and what no retailer can change.",152,1,Texas TDU Delivery Charges: Why the Same Plan Bills Differently by City,10,1705,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/11,redirect,redirect-source,false,301,/learn/best-electricity-plans-for-apartments,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/best-electricity-plans-for-apartments,false,Best Electricity Plans for Apartments 2026 | Electric Scouts,60,"Finding the best electricity for apartments is easy with our 2026 guide. We cover renter-friendly options, including no-deposit plans and short-term contracts.",159,1,Best Electricity Plans for Apartments 2026: Renter-Friendly Options,10,945,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/110,redirect,redirect-source,false,301,/learn/texas-electricity-facts-label,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-electricity-facts-label,false,Texas Electricity Facts Label (EFL) Guide | Electric Scouts,59,"Texas retailers must publish an Electricity Facts Label for every plan. How to read the three usage prices, the fees behind them, and the contract term.",152,1,How to Read a Texas Electricity Facts Label (EFL),11,1741,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/111,redirect,redirect-source,false,301,/learn/power-to-choose-texas,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/power-to-choose-texas,false,Power to Choose Texas: How It Works | Electric Scouts,53,"Power to Choose is the state-run Texas plan list. How it ranks offers, why the cheapest row is often not the cheapest plan, and what it does not show.",150,1,Power to Choose Texas: How the State's Site Works and What It Leaves Out,10,1714,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/112,redirect,redirect-source,false,301,/learn/texas-bill-credit-electricity-plans,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-bill-credit-electricity-plans,false,Texas Bill Credit Electricity Plans | Electric Scouts,53,Bill credit plans hand back a fixed sum if you cross a usage threshold. Why they look cheap on paper and what happens in the months you fall short.,147,1,Texas Bill Credit Electricity Plans: How Usage Thresholds Work,10,1739,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/113,redirect,redirect-source,false,301,/learn/texas-low-usage-electricity-plans,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-low-usage-electricity-plans,false,Low-Usage Electricity Plans in Texas | Electric Scouts,54,"Texas plans are advertised at 1,000 kWh. Use less and that rate is not your rate. How base charges, bill credits and the 500 kWh EFL row decide your bill.",154,1,Texas Electricity Plans for Low-Usage Homes: Read the 500 kWh Row,10,1755,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/114,redirect,redirect-source,false,301,/learn/why-texas-electric-bill-so-high,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/why-texas-electric-bill-so-high,false,Why Is My Texas Electric Bill So High? | Electric Scouts,56,"Your Texas electric bill jumped. Work through it in order: usage, an expired contract, variable pricing, bill credit thresholds and delivery charges.",149,1,Why Is My Texas Electric Bill So High? Diagnose It in Order,11,1705,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/115,redirect,redirect-source,false,301,/learn/texas-electricity-early-termination-fee,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-electricity-early-termination-fee,false,Texas Electricity Early Termination Fees | Electric Scouts,58,"What an early termination fee is on a Texas plan, the moving exemption, the end-of-contract switching window, and how to leave without paying one.",146,1,Texas Electricity Early Termination Fees: When You Pay and When You Do Not,11,1705,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/116,redirect,redirect-source,false,301,/learn/texas-cities-without-electricity-choice,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-cities-without-electricity-choice,false,Texas Cities Without Electricity Choice | Electric Scouts,57,"Austin, San Antonio, El Paso and much of rural Texas sit outside retail choice. Which parts of the state cannot switch electricity providers, and why.",150,1,Texas Cities Where You Cannot Choose Your Electricity Provider,10,1743,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/117,redirect,redirect-source,false,301,/learn/el-paso-electricity-no-retail-choice,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/el-paso-electricity-no-retail-choice,false,El Paso Electricity: No Retail Choice | Electric Scouts,55,"El Paso sits outside ERCOT and outside the Texas competitive market. Why you cannot switch supplier there, who sets the rate, and how to cut the bill.",150,1,"El Paso Electricity: Why There Is No Retail Choice, and What You Can Do",10,1723,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/118,redirect,redirect-source,false,301,/learn/texas-renewable-electricity-plans,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-renewable-electricity-plans,false,100% Renewable Electricity Plans in Texas | Electric Scouts,59,"What a 100% renewable Texas electricity plan actually buys, how RECs are retired and certified, and why green plans are not automatically priced higher.",152,1,100% Renewable Electricity Plans in Texas: What a Green Plan Actually Buys,11,1711,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/119,redirect,redirect-source,false,301,/learn/texas-commercial-electricity-rates,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-commercial-electricity-rates,false,Texas Commercial Electricity Rates & 4CP | Electric Scouts,58,"How Texas business electricity is priced: demand charges, load factor, 4CP transmission cost allocation, and why a commercial rate is quoted not listed.",152,1,"Texas Commercial Electricity Rates: Contracts, Demand Charges and 4CP",10,1744,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/12,redirect,redirect-source,false,301,/learn/solar-vs-traditional-electricity-cost,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/solar-vs-traditional-electricity-cost,false,Solar vs Electricity Cost: 2026 Comparison | Electric Scouts,60,"Is solar energy cheaper than traditional electricity? Our 2026 cost comparison breaks down solar panel savings, long-term value, and helps you decide.",150,1,Solar Energy vs Traditional Electricity: Complete Cost Comparison 2026,9,722,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/120,redirect,redirect-source,false,301,/learn/moving-within-texas-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/moving-within-texas-electricity,false,Moving Within Texas: Electricity Transfer | Electric Scouts,59,"Moving house inside Texas: when you can take your plan with you, when moving voids the termination fee, and the timing that stops the lights being off.",151,1,Moving Within Texas: Transfer Your Electricity Plan or Switch Providers?,10,1743,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/13,redirect,redirect-source,false,301,/learn/electricity-rates-forecast,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/electricity-rates-forecast,false,Electricity Rates Forecast 2026-2027 | Electric Scouts,54,Stay ahead of rising electricity prices with our 2026-2027 electricity rates forecast. Learn what to expect and how to save on your energy bills.,145,1,Electricity Rates Forecast 2026-2027: What Consumers Should Expect,10,1171,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/14,redirect,redirect-source,false,301,/learn/how-to-lower-your-electric-bill,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/how-to-lower-your-electric-bill,false,How to Lower Your Electric Bill: 25 Tips | Electric Scouts,58,"Twenty-five practical ways to cut household electricity use, from thermostat habits to appliance changes, with the effort each one takes.",137,1,How to Lower Your Electric Bill: 25 Proven Tips,28,2186,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/15,redirect,redirect-source,false,301,/learn/electricity-deregulation-explained,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/electricity-deregulation-explained,false,Electricity Deregulation Explained | Electric Scouts,52,Learn about electricity deregulation and which states let you choose your energy provider. Compare rates and save on your electricity bill with Electric Scouts.,160,1,Electricity Deregulation Explained: Which States Let You Choose Your Provider?,8,1463,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/16,redirect,redirect-source,false,301,/learn/texas-electricity-rates-guide,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/texas-electricity-rates-guide,false,Texas Electricity Rates Guide | Electric Scouts,47,"How the Texas retail electricity market works, how to read an EFL, and how to compare Texas plans without getting caught by teaser rates.",137,1,Texas Electricity Rates Guide 2026: Everything You Need to Know,14,1384,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/17,redirect,redirect-source,false,301,/learn/illinois-electricity-rates-guide,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/illinois-electricity-rates-guide,false,Illinois Electricity Rates & ComEd Alternatives,47,"Compare Illinois electricity suppliers against the ComEd default rate, and see what a supplier switch does and does not change.",127,1,Illinois Electricity Rates Guide 2026: Compare Providers and Save,10,1462,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/18,redirect,redirect-source,false,301,/learn/ohio-electricity-rates-guide,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/ohio-electricity-rates-guide,false,Ohio Electricity Rates & Supplier Guide | Electric Scouts,57,"How Ohio's Energy Choice program works, how to read your utility's Price to Compare, and what to check before signing with a supplier.",134,1,Ohio Electricity Rates Guide 2026: Your Complete Shopping Guide,13,1344,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/19,redirect,redirect-source,false,301,/learn/pennsylvania-electricity-rates-guide,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/pennsylvania-electricity-rates-guide,false,Pennsylvania Electricity Rates & PA Suppliers,45,"How Pennsylvania's competitive market works, what the Price to Compare means, and how to weigh supplier offers against your default rate.",137,1,Pennsylvania Electricity Rates 2026: Compare PA Suppliers and Save,12,1438,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/2,redirect,redirect-source,false,301,/learn/how-to-compare-electricity-rates,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/how-to-compare-electricity-rates,false,How to Compare Electricity Rates | Electric Scouts,50,"Compare electricity plans on the terms that matter: rate, contract length, base charge and early termination fee, not just the headline price.",142,1,How to Compare Electricity Rates Step by Step,12,1550,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/20,redirect,redirect-source,false,301,/learn/new-york-electricity-rates-esco-guide,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/new-york-electricity-rates-esco-guide,false,New York Electricity Rates & ESCO Guide | Electric Scouts,57,"What an ESCO is, how New York supply charges appear on your bill, and what to check before switching away from utility default supply.",134,1,New York Electricity Rates 2026: ESCO Guide for NY Consumers,12,1408,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/21,redirect,redirect-source,false,301,/learn/new-jersey-electricity-rates-guide,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/new-jersey-electricity-rates-guide,false,New Jersey Electricity Rates & NJ Suppliers,43,"How third-party supply works alongside PSE&G, JCP&L and Atlantic City Electric, and what to compare before you switch.",118,1,New Jersey Electricity Rates 2026: Compare NJ Suppliers,3,1432,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/22,redirect,redirect-source,false,301,/learn/maryland-electricity-rates-guide,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/maryland-electricity-rates-guide,false,Maryland Electricity Rates & BGE Alternatives,45,"Compare Maryland suppliers against BGE standard offer service, and see which parts of your bill a competitive supplier can change.",130,1,Maryland Electricity Rates 2026: BGE Alternatives and Savings,11,1287,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/23,redirect,redirect-source,false,301,/learn/massachusetts-electricity-rates-guide,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/massachusetts-electricity-rates-guide,false,Massachusetts Electricity Rates & MA Suppliers,46,"How competitive supply works in Massachusetts, why basic service pricing resets twice a year, and what to check before switching.",129,1,Massachusetts Electricity Rates 2026: Compare MA Suppliers,12,1391,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/24,redirect,redirect-source,false,301,/learn/connecticut-electricity-rates-guide,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/connecticut-electricity-rates-guide,false,Connecticut Electricity Rates & CT Suppliers,44,"How Connecticut standard service is priced, when the rate changes, and how to compare competitive supplier offers against it.",125,1,Connecticut Electricity Rates 2026: Compare CT Suppliers,12,1379,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/25,redirect,redirect-source,false,301,/learn/maine-electricity-rates-guide,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/maine-electricity-rates-guide,false,Maine Electricity Rates & CMP Alternatives | Electric Scouts,60,"How Maine's standard offer works, what CMP and Versant actually bill you for, and how competitive supply compares against it.",125,1,Maine Electricity Rates 2026: CMP Alternatives and Savings,10,1323,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/26,redirect,redirect-source,false,301,/learn/new-hampshire-electricity-rates-guide,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/new-hampshire-electricity-rates-guide,false,New Hampshire Electricity Rates & NH Suppliers,46,"How New Hampshire default energy service works, when the rate resets, and how to compare competitive supplier offers against it.",128,1,New Hampshire Electricity Rates 2026: Compare NH Suppliers,14,1495,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/27,redirect,redirect-source,false,301,/learn/rhode-island-electricity-rates-guide,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/rhode-island-electricity-rates-guide,false,Rhode Island Electricity Rates & RI Suppliers,45,"How Rhode Island last resort service is priced, when it changes, and what to compare before choosing a competitive supplier.",124,1,Rhode Island Electricity Rates 2026: Compare RI Suppliers,10,1433,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/28,redirect,redirect-source,false,301,/learn/cheapest-electricity-plans-houston,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/cheapest-electricity-plans-houston,false,Houston Electricity Rates & Plans | Electric Scouts,51,"Compare electricity plans sold in Houston, see how CenterPoint delivery charges appear on your bill, and learn what the EFL tells you.",134,1,Houston Electricity Rates 2026: Best Plans Under 10¢/kWh,11,1132,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/29,redirect,redirect-source,false,301,/learn/dallas-fort-worth-electricity-plans,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/dallas-fort-worth-electricity-plans,false,Dallas Electricity Rates & DFW Plans | Electric Scouts,54,"Compare electricity plans across Dallas and the wider DFW area, and see how Oncor delivery charges factor into the rate you pay.",128,1,Dallas Electricity Rates 2026: Compare DFW Energy Plans,11,1321,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/3,redirect,redirect-source,false,301,/learn/fixed-vs-variable-rate-electricity,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/fixed-vs-variable-rate-electricity,false,Fixed vs Variable Rate Electricity Plans | Electric Scouts,58,Compare fixed rate and variable rate electricity plans with real customer examples. Discover which option saves the most money for your situation.,146,1,Fixed Rate vs Variable Rate: Which Saves You More Money?,11,1440,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/30,redirect,redirect-source,false,301,/learn/comed-alternatives-chicago,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/comed-alternatives-chicago,false,Chicago Electricity Rates & ComEd Alternatives,46,"Compare Chicago electricity suppliers against the ComEd default rate, and see what a supplier switch changes on your monthly bill.",130,1,Chicago Electricity Rates 2026: ComEd Alternatives That Save,10,1341,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/31,redirect,redirect-source,false,301,/learn/peco-alternatives-philadelphia,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/peco-alternatives-philadelphia,false,Philadelphia Electricity Rates & PECO Options,45,"Compare Philadelphia suppliers against PECO's Price to Compare, and see which bill charges a competitive supplier can actually change.",134,1,Philadelphia Electricity Rates 2026: PECO Alternatives Guide,15,1416,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/32,redirect,redirect-source,false,301,/learn/coned-alternatives-nyc,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/coned-alternatives-nyc,false,NYC Electricity Rates & ConEd Alternatives | Electric Scouts,60,"How Con Edison supply charges work in New York City, what changes when an ESCO supplies you, and what to check before switching.",128,1,New York City Electricity Rates 2026: ConEd Alternative Guide,12,1429,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/33,redirect,redirect-source,false,301,/learn/cps-energy-san-antonio-explained,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/cps-energy-san-antonio-explained,false,Can You Switch Electricity in San Antonio? | Electric Scouts,60,"San Antonio is served by municipal utility CPS Energy, so retail choice works differently here. What that means for your options.",129,1,San Antonio Electricity Rates 2026: CPS Energy Alternatives,11,1375,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/34,redirect,redirect-source,false,301,/learn/austin-energy-explained,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/austin-energy-explained,false,Can You Switch Electricity in Austin? | Electric Scouts,55,"Austin Energy is a municipal utility, so most of the city sits outside Texas retail choice. What that means for your options.",125,1,Austin Electricity Rates 2026: Austin Energy Alternatives,12,1556,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/35,redirect,redirect-source,false,301,/learn/columbus-ohio-electricity-rates,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/columbus-ohio-electricity-rates,false,Columbus Electricity Rates & AEP Ohio Options,45,"Compare Columbus electricity suppliers against the AEP Ohio Price to Compare, and see what changes on your bill when you switch.",128,1,Columbus Ohio Electricity Rates 2026: AEP Alternatives,11,1304,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/36,redirect,redirect-source,false,301,/learn/bge-alternatives-baltimore,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/bge-alternatives-baltimore,false,Baltimore Electricity Rates & BGE Options | Electric Scouts,59,"Compare Baltimore electricity suppliers against BGE standard offer service, and see which charges a supplier can actually change.",129,1,Baltimore Electricity Rates 2026: BGE Alternatives Guide,10,1412,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/37,redirect,redirect-source,false,301,/learn/eversource-alternatives-boston,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/eversource-alternatives-boston,false,Boston Electricity Rates & Eversource Options,45,"Compare Boston electricity suppliers against Eversource basic service, and see how the twice-yearly rate reset affects your bill.",129,1,Boston Electricity Rates 2026: Eversource Alternatives,13,1368,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/38,redirect,redirect-source,false,301,/learn/txu-vs-reliant-which-is-better,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/txu-vs-reliant-which-is-better,false,TXU vs Reliant: Which Texas Provider Wins? | Electric Scouts,60,"Compare TXU Energy and Reliant Energy on plan types, contract terms and fees, and work out which one suits your household usage.",128,1,TXU Energy vs Reliant Energy 2026: Which Texas Provider is Better?,14,1348,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/39,redirect,redirect-source,false,301,/learn/green-mountain-energy-review,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/green-mountain-energy-review,false,Green Mountain Energy Review: Renewable Claims,46,"A look at Green Mountain Energy's plan types, contract terms and renewable claims, and where it sits against other Texas suppliers.",131,1,"Green Mountain Energy Review 2026: Plans, Rates, and Pros/Cons",12,1358,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/4,redirect,redirect-source,false,301,/learn/green-energy-plans,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/green-energy-plans,false,100% Renewable Electricity Plans Explained | Electric Scouts,60,"How 100% renewable electricity plans work, what a REC actually is, and how green plan rates compare with standard supply.",121,1,Green Energy Plans: Save Money While Saving the Planet,12,1623,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/40,redirect,redirect-source,false,301,/learn/octopus-energy-review,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/octopus-energy-review,false,Octopus Energy Review: Customer Experience | Electric Scouts,60,"A look at Octopus Energy's plan structure, contract terms and customer experience, and how it compares with other retail suppliers.",131,1,"Octopus Energy Review 2026: Plans, Rates, and Customer Experience",12,1591,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/41,redirect,redirect-source,false,301,/learn/just-energy-review,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/just-energy-review,false,Just Energy Review: Contract Terms and Fees,43,"A look at Just Energy's plan types, contract terms and fees, and the things worth weighing up before you sign with them.",120,1,"Just Energy Review 2026: Plans, Rates, and Is It Worth It?",12,1437,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/42,redirect,redirect-source,false,301,/learn/rhythm-energy-review,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/rhythm-energy-review,false,Rhythm Energy Review: Texas Plans & Rates | Electric Scouts,59,"A look at Rhythm Energy's Texas plan types, contract terms and renewable options, and how it compares with other retail suppliers.",130,1,Rhythm Energy Review 2026: Texas Plans and Customer Reviews,11,1454,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/43,redirect,redirect-source,false,301,/learn/prepaid-electricity-plans,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/prepaid-electricity-plans,false,Best Prepaid Electricity Plans | Electric Scouts,48,"How prepaid electricity works, who it suits, and what to check on deposits, daily fees and disconnection rules before signing up.",129,1,Best Prepaid Electricity Plans 2026: No Credit Check Options,15,1464,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/44,redirect,redirect-source,false,301,/learn/free-nights-and-weekends-electricity-plans,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/free-nights-and-weekends-electricity-plans,false,Free Nights & Weekends Electricity Plans | Electric Scouts,58,"How free nights and weekends plans price the rest of your usage, and the conditions under which the trade-off works in your favour.",131,1,Best Free Nights and Weekends Electricity Plans 2026,12,1417,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/45,redirect,redirect-source,false,301,/learn/month-to-month-electricity-plans,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/month-to-month-electricity-plans,false,Best Short-Term & Month-to-Month Plans | Electric Scouts,56,"How month-to-month electricity plans work, what they cost compared with fixed terms, and when a short contract is the right call.",129,1,Best Short-Term Electricity Plans: Month-to-Month Options 2026,12,1463,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/46,redirect,redirect-source,false,301,/learn/summer-electricity-bills,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/summer-electricity-bills,false,How to Lower Your Summer Electricity Bill | Electric Scouts,59,"Why summer bills spike, which changes actually reduce cooling load, and how plan choice affects what you pay in the peak months.",128,1,Summer Electricity Bills: How to Keep Costs Down in 2026,10,1099,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/47,redirect,redirect-source,false,301,/learn/winter-heating-costs-electric-vs-gas,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/winter-heating-costs-electric-vs-gas,false,Winter Heating Costs: Electric vs Gas vs Heat Pump,50,"Compare winter heating costs across electric resistance, natural gas and heat pumps, and see which is cheapest to run where you live.",133,1,Winter Heating Costs 2026: Electric Heat vs Gas vs Heat Pump,11,1592,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/48,redirect,redirect-source,false,301,/learn/best-time-to-switch-electricity-providers,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/best-time-to-switch-electricity-providers,false,When to Switch Electricity Providers | Electric Scouts,54,"When to start shopping for a new electricity plan, how contract end dates work, and why timing changes what you get offered.",124,1,When Is the Best Time to Switch Electricity Providers?,10,1234,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
/learn/49,redirect,redirect-source,false,301,/learn/moving-to-texas-electricity-setup,200,1,false,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/learn/moving-to-texas-electricity-setup,false,Moving to Texas? Electricity Setup Guide | Electric Scouts,58,"How to set up electricity before you move to Texas: what you need to hand, how long it takes, and how to avoid a gap in service.",128,1,Moving to Texas? Your Complete Electricity Setup Guide 2026,9,1435,true,0,0,0,Organization WebSite BreadcrumbList Article,,0,0
